"","%IncMSE","IncNodePurity"
"stool_dna_past_3_yrs_50_75_i_no",0.943452208218845,0.00753024670269901
"stool_dna_past_3_yrs_age_50_no",1.5302492166308,0.00661649027789665
"stroke_no",1.0260968352717,0.0003816261649075
"suicidal_ideation_no",1.14572562058849,0.0540668667365957
"suicide_attempt_no",0,1.98254111540207e-20
"teeth_removed_yes",0.277635590314039,0.00375824051020048
"up_to_date_crc_scrn_50_75_ia_yes",-1.00071505193263,0.00508806535439122
"up_to_date_crc_scrn_age_50_7_yes",-1.00071505193263,0.000100411227591797
"v_col_5_yrs_50_75_ia_no",1.00071505193263,5.9553572028183e-06
"v_col_5_yrs_age_50_75_no",0,0
"virtual_colonoscopy_no",0.59181775896211,0.00185924679393309
"ep_unemp",-0.525661190698228,0.13576594269239
"ep_hburd",3.70996734674715,1.01840242563369
"ep_nohsdp",4.55813544866584,1.04164615273734
"ep_age65",4.83926735877574,0.810800781966842
"ep_age17",-1.02504356003344,1.01427722599612
"ep_disabl",0.567445865528569,0.146747258758177
"ep_sngpnt",-0.509024624804194,0.103025670864216
"ep_limeng",0.735540929227492,0.169286814375441
"ep_munit",4.56525020526337,0.369544322113784
"ep_mobile",3.28857379342738,0.318213667919168
"ep_crowd",0.639503537197171,0.0950151736814948
"ep_noveh",0.596837693524946,0.197402873604676
"ep_groupq",-0.945972735148214,0.169065523516859
"ep_noint",0.947447365300134,0.141099773945913
"ep_asian",-1.25332534538382,0.17563973591918
"ep_aian",0.569597677856425,0.0797088177360441
"ep_nhpi",-1.14334800659674,0.037941764536838
"ep_twomore",0.085373356231565,0.105066156715362
"ep_otherrace",3.66464889232805,0.234940407299843
"density",4.97944545428327,0.375929025693557
