"","ntree","mtry","nodesize","maxnodes","RMSE","MAE","R2"
"354",600,50,20,15,0.290284901160488,0.153195240065499,0.07334209183722
"355",700,50,20,15,0.288505972165365,0.152970654943945,0.0843511417124254
"356",300,60,20,15,0.28975875378549,0.153590906006288,0.0805838257978449
"357",400,60,20,15,0.288602818445356,0.153241399766133,0.0872807490995332
"358",500,60,20,15,0.289682151931654,0.153634664911445,0.0767468626544289
"359",600,60,20,15,0.290095816176299,0.153696521578627,0.0737169829581762
"360",700,60,20,15,0.289449559466449,0.153015610833175,0.0788749147389157
"361",300,10,5,20,0.284919670180068,0.148467447808002,0.111282230148177
"362",400,10,5,20,0.285813299310261,0.148391651098935,0.0957105688058974
"363",500,10,5,20,0.284939837133606,0.148231333360179,0.0979676456105571
"364",600,10,5,20,0.284488379606458,0.147894965268047,0.105215821575492
"365",700,10,5,20,0.285128569532277,0.148232182407384,0.102039943983536
"366",300,20,5,20,0.284954012242153,0.150940076088827,0.091227855404232
"367",400,20,5,20,0.283068476319221,0.149271708888237,0.114849763441318
"368",500,20,5,20,0.284208557260859,0.148644444804681,0.113351155689375
"369",600,20,5,20,0.285198669104222,0.150154604625156,0.103450567554027
"370",700,20,5,20,0.284746177092885,0.149708541655103,0.103378318371679
"371",300,30,5,20,0.283787634764961,0.149615508754193,0.112262358724461
"372",400,30,5,20,0.284095833762097,0.151089413544614,0.0970167124352908
"373",500,30,5,20,0.282867593478318,0.149155543344662,0.113813083382651
"374",600,30,5,20,0.28466542148889,0.150821001835343,0.0963733903612716
"375",700,30,5,20,0.283197150453294,0.149932994380247,0.10251910209237
"376",300,40,5,20,0.28440828771651,0.150198084304044,0.105233864540531
"377",400,40,5,20,0.285260642857013,0.152537581135896,0.0957245986775149
"378",500,40,5,20,0.28817384130968,0.15149925135362,0.080074127990435
"379",600,40,5,20,0.285185483396887,0.150949083018081,0.099195442577361
"380",700,40,5,20,0.287179905601135,0.151188714107922,0.0858875992141385
"381",300,50,5,20,0.285718449034518,0.150465290124494,0.0985438952939766
"382",400,50,5,20,0.285836415338795,0.149753249426686,0.0922164848973305
"383",500,50,5,20,0.285650965525496,0.152747018101005,0.0909304893788274
"384",600,50,5,20,0.283323568244658,0.150597778819015,0.107398656313743
